ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,TARGET
5010542,M,Y,N,0,196700.0,Pensioner,Higher education,Married,House / apartment,-24347,365243,1,0,0,0,Accountants,2,1
5010543,F,Y,Y,0,170500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8815,-3495,1,0,0,0,Laborers,2,0
5010544,M,Y,N,2,192300.0,Working,Secondary / secondary special,Married,House / apartment,-17982,-5525,1,0,1,0,Waiters/barmen staff,3,0
5010545,F,N,Y,0,383000.0,Commercial associate,Higher education,Married,House / apartment,-21398,-4523,1,0,1,0,Medicine staff,1,1
5010546,F,N,N,1,298200.0,Working,Secondary / secondary special,Married,Rented apartment,-13863,-3525,1,0,1,0,IT staff,3,1
5010547,M,N,Y,0,337100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22851,365243,1,1,1,0,Core staff,2,1
5010548,F,Y,N,1,185700.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-17415,365243,1,0,0,1,High skill tech staff,2,0
5010549,F,N,N,2,138600.0,Working,Incomplete higher,Married,House / apartment,-18995,-1056,1,0,0,0,HR staff,4,0
5010550,F,Y,N,0,253100.0,Working,Secondary / secondary special,Widow,House / apartment,-24299,-1696,1,0,0,1,Sales staff,2,1
5010551,M,Y,Y,2,391000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-7801,365243,1,1,1,0,Cleaning staff,4,1
5010552,F,N,N,1,196900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11840,-713,1,1,1,0,Accountants,2,0
5010553,M,Y,Y,2,350500.0,Working,Secondary / secondary special,Married,House / apartment,-24204,-3733,1,0,0,0,Drivers,4,0
5010554,F,Y,Y,0,352300.0,Commercial associate,Lower secondary,Married,House / apartment,-24157,-279,1,1,1,0,Medicine staff,2,0
5010555,F,N,Y,1,362300.0,Working,Incomplete higher,Single / not married,House / apartment,-24173,-1677,1,0,0,0,Cleaning staff,2,0
5010556,M,N,Y,4,256100.0,State servant,Higher education,Married,House / apartment,-21686,-4345,1,1,1,0,Cleaning staff,6,0
5010557,M,N,N,1,233200.0,Pensioner,Higher education,Single / not married,With parents,-8093,365243,1,0,0,0,Core staff,3,1
5010558,F,Y,Y,2,285700.0,Working,Secondary / secondary special,Married,With parents,-17987,-2918,1,1,1,1,Drivers,3,0
5010559,F,Y,N,0,350300.0,Working,Secondary / secondary special,Married,House / apartment,-9763,0,1,1,0,0,Core staff,2,1
5010560,M,Y,N,1,278100.0,Pensioner,Secondary / secondary special,Single / not married,With parents,-18472,365243,1,0,0,0,Secretaries,3,0
5010561,F,Y,Y,1,269300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23838,-4723,1,0,0,0,Sales staff,3,1
5010562,F,Y,Y,0,177100.0,Commercial associate,Higher education,Married,House / apartment,-24683,-2643,1,0,0,0,Realty agents,2,0
5010563,M,Y,Y,1,264800.0,Working,Incomplete higher,Married,House / apartment,-13262,-5131,1,0,0,0,Managers,3,0
5010564,F,Y,Y,0,249000.0,Commercial associate,Higher education,Married,With parents,-18535,-2909,1,0,0,0,Medicine staff,2,1
5010565,F,N,Y,3,454200.0,State servant,Secondary / secondary special,Married,House / apartment,-14616,-3344,1,0,0,0,HR staff,5,1
5010566,M,Y,N,2,293900.0,Working,Higher education,Married,House / apartment,-14559,-3762,1,1,0,0,IT staff,3,1
5010567,F,Y,N,2,255200.0,Commercial associate,Higher education,Separated,House / apartment,-7686,-1620,1,1,1,0,Laborers,3,0
5010568,M,Y,Y,1,181600.0,Working,Secondary / secondary special,Married,House / apartment,-24895,-2300,1,0,1,0,Security staff,2,1
5010569,F,Y,Y,2,131100.0,Pensioner,Higher education,Married,With parents,-15887,365243,1,0,0,0,Security staff,4,0
5010570,F,N,N,0,161100.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-24498,-1537,1,0,0,0,Cooking staff,2,1
5010571,F,Y,N,1,454200.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-22674,-639,1,1,0,0,Sales staff,2,1
5010572,F,Y,N,0,204300.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-10626,-4359,1,1,0,0,HR staff,2,0
5010573,M,N,N,1,263500.0,State servant,Higher education,Civil marriage,House / apartment,-10364,-2666,1,1,1,0,Realty agents,3,1
5010574,F,Y,Y,0,172400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21292,-3006,1,1,0,0,Realty agents,2,0
5010575,F,Y,N,2,123600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15581,-1676,1,0,0,1,Low-skill Laborers,4,1
5010576,F,N,Y,0,206100.0,Working,Higher education,Married,House / apartment,-24274,-4568,1,0,1,0,Medicine staff,2,0
5010577,F,N,Y,4,335600.0,Working,Higher education,Married,House / apartment,-19095,-3271,1,1,1,0,Medicine staff,6,1
5010578,M,N,N,2,146600.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-24739,-4348,1,0,0,0,High skill tech staff,3,0
5010579,M,N,Y,1,123600.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22230,365243,1,0,0,0,Secretaries,3,1
5010580,F,N,N,0,128300.0,Commercial associate,Academic degree,Separated,House / apartment,-21295,-865,1,0,0,0,Cooking staff,1,1
5010581,M,Y,N,1,161400.0,State servant,Incomplete higher,Married,Co-op apartment,-8237,-2614,1,1,0,0,Drivers,2,0
5010582,F,N,N,1,226300.0,State servant,Secondary / secondary special,Married,House / apartment,-10674,-1042,1,0,0,0,Cooking staff,3,1
5010583,F,Y,Y,0,166900.0,Working,Higher education,Married,House / apartment,-23737,-3793,1,0,0,0,Private service staff,2,1
5010584,F,N,Y,1,257300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15274,-1437,1,0,1,0,HR staff,2,1
5010585,F,N,N,2,213600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11508,-2670,1,0,1,0,Security staff,4,0
5010586,F,Y,Y,0,160100.0,Student,Secondary / secondary special,Separated,House / apartment,-9197,-1456,1,0,0,0,Low-skill Laborers,2,0
5010587,F,N,Y,0,483900.0,Working,Higher education,Married,House / apartment,-22047,-1237,1,0,0,0,Secretaries,1,1
5010588,M,N,Y,2,190700.0,Working,Secondary / secondary special,Married,House / apartment,-18227,-2041,1,1,0,0,Medicine staff,4,1
5010589,F,Y,N,0,187100.0,Working,Incomplete higher,Married,House / apartment,-20901,-3613,1,1,1,0,Security staff,2,1
5010590,M,N,N,2,216000.0,Working,Higher education,Civil marriage,With parents,-20990,0,1,1,0,0,High skill tech staff,4,1
5010591,F,N,N,1,216500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-12797,365243,1,0,1,0,Security staff,3,0
5010592,F,N,N,0,220700.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-18307,-1426,1,0,1,1,Waiters/barmen staff,1,0
5010593,F,N,N,4,233700.0,Student,Higher education,Single / not married,House / apartment,-18966,-797,1,1,0,0,Low-skill Laborers,5,0
5010594,F,Y,Y,0,366100.0,Pensioner,Lower secondary,Married,House / apartment,-8108,365243,1,0,0,0,Laborers,2,0
5010595,F,Y,Y,0,293000.0,State servant,Higher education,Married,House / apartment,-9223,-3415,1,0,1,0,Laborers,1,1
5010596,M,N,Y,0,205200.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11738,-3382,1,0,0,1,Security staff,2,0
5010597,F,N,N,4,358800.0,Working,Secondary / secondary special,Married,House / apartment,-9044,-2356,1,0,0,1,Secretaries,5,0
5010598,M,N,Y,0,165000.0,State servant,Secondary / secondary special,Separated,House / apartment,-8903,-1379,1,0,1,0,Waiters/barmen staff,2,0
5010599,F,N,N,0,174200.0,Working,Secondary / secondary special,Married,House / apartment,-17270,0,1,0,0,0,Core staff,1,1
5010600,F,N,N,0,376400.0,Working,Secondary / secondary special,Married,House / apartment,-19001,-4872,1,0,0,0,High skill tech staff,2,1
5010601,F,Y,Y,1,457300.0,Working,Secondary / secondary special,Single / not married,With parents,-19926,-2710,1,0,0,0,High skill tech staff,2,1
5010602,F,N,Y,0,186200.0,Working,Secondary / secondary special,Married,House / apartment,-13987,0,1,0,0,0,Laborers,2,0
5010603,F,N,Y,0,242100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13471,365243,1,0,0,0,Sales staff,2,1
5010604,F,Y,Y,0,143300.0,State servant,Secondary / secondary special,Married,House / apartment,-10995,-2610,1,1,0,0,Realty agents,2,1
5010605,M,N,Y,1,122300.0,Pensioner,Higher education,Married,Rented apartment,-22875,365243,1,0,1,0,Waiters/barmen staff,3,1
5010606,M,N,N,1,237200.0,Working,Lower secondary,Married,House / apartment,-14217,-1968,1,1,1,0,Accountants,3,0
5010607,F,N,Y,1,174600.0,Commercial associate,Secondary / secondary special,Married,With parents,-24225,-2821,1,1,0,0,Laborers,2,1
5010608,F,N,N,1,126500.0,Working,Higher education,Married,With parents,-17704,-1260,1,0,0,0,Managers,2,1
5010609,F,N,Y,2,297300.0,Working,Secondary / secondary special,Married,House / apartment,-22428,-571,1,0,0,0,Secretaries,4,0
5010610,M,N,N,1,299000.0,Working,Secondary / secondary special,Married,House / apartment,-20193,-3047,1,0,1,0,High skill tech staff,3,1
5010611,M,N,N,1,339200.0,Pensioner,Incomplete higher,Single / not married,With parents,-24406,365243,1,0,0,1,High skill tech staff,2,1
5010612,F,N,N,0,133300.0,Working,Higher education,Civil marriage,House / apartment,-18569,0,1,0,0,1,Medicine staff,1,1
5010613,M,N,Y,3,226000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-18782,0,1,0,1,0,Realty agents,5,0
5010614,F,N,N,2,171600.0,Working,Lower secondary,Married,House / apartment,-12582,0,1,0,0,0,Laborers,3,0
5010615,M,N,N,1,152400.0,Working,Higher education,Single / not married,House / apartment,-11120,0,1,0,0,0,Security staff,3,1
5010616,M,Y,N,0,304900.0,State servant,Secondary / secondary special,Married,House / apartment,-14940,-1755,1,1,0,0,IT staff,2,0
5010617,F,N,Y,0,233900.0,Working,Secondary / secondary special,Married,House / apartment,-14256,-541,1,0,0,0,Managers,1,0
5010618,F,N,N,4,215000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17044,-2822,1,0,0,0,Cleaning staff,6,1
5010619,F,Y,Y,0,317300.0,Working,Secondary / secondary special,Married,House / apartment,-24779,-778,1,0,0,0,Cleaning staff,1,1
5010620,F,Y,Y,0,218300.0,Working,Secondary / secondary special,Married,House / apartment,-23986,0,1,1,0,0,Laborers,1,0
5010621,F,N,N,0,152700.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-17204,365243,1,0,0,0,Drivers,1,0
5010622,F,Y,Y,0,114200.0,Working,Secondary / secondary special,Married,House / apartment,-20199,-3083,1,0,0,0,HR staff,2,0
5010623,F,Y,Y,0,235300.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8222,-3677,1,0,0,0,Cleaning staff,2,1
5010624,F,N,Y,1,141600.0,Commercial associate,Secondary / secondary special,Separated,With parents,-20542,0,1,0,0,0,Sales staff,3,1
5010625,F,Y,Y,0,201800.0,Working,Incomplete higher,Civil marriage,House / apartment,-25015,-1552,1,0,0,0,High skill tech staff,1,1
5010626,M,N,Y,0,209000.0,Pensioner,Higher education,Married,House / apartment,-16810,365243,1,0,0,0,Core staff,1,1
5010627,M,N,Y,1,330300.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13166,-1750,1,1,0,0,IT staff,3,0
5010628,F,Y,Y,1,142800.0,Working,Higher education,Married,Municipal apartment,-17377,-1612,1,0,0,0,Security staff,2,0
5010629,F,N,Y,1,262000.0,Working,Secondary / secondary special,Married,House / apartment,-19817,-6734,1,0,0,0,Laborers,3,0
5010630,M,Y,N,4,246100.0,Working,Secondary / secondary special,Married,Municipal apartment,-23786,-1509,1,1,1,0,Core staff,5,0
5010631,M,N,Y,0,245500.0,Working,Secondary / secondary special,Married,House / apartment,-9670,-6004,1,0,1,0,Sales staff,1,1
5010632,F,Y,Y,0,258700.0,Pensioner,Academic degree,Married,With parents,-19084,365243,1,0,0,0,Cooking staff,2,1
5010633,F,N,N,0,213200.0,State servant,Higher education,Married,House / apartment,-11909,-3115,1,1,0,0,HR staff,2,0
5010634,F,N,N,0,277000.0,Working,Higher education,Married,House / apartment,-17034,-1473,1,0,0,0,Sales staff,2,1
5010635,M,N,N,2,91400.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-19155,-6131,1,0,1,0,Security staff,3,1
5010636,F,N,Y,0,274900.0,Commercial associate,Secondary / secondary special,Widow,Rented apartment,-21245,-933,1,0,1,1,Cleaning staff,2,1
5010637,F,N,Y,0,340900.0,Working,Higher education,Civil marriage,House / apartment,-23844,-2195,1,0,1,1,Low-skill Laborers,2,0
5010638,F,Y,N,0,539300.0,Working,Secondary / secondary special,Widow,House / apartment,-10447,-1005,1,0,0,0,Medicine staff,2,1
5010639,M,N,N,0,452800.0,Working,Secondary / secondary special,Married,House / apartment,-9268,-4629,1,0,1,1,Cleaning staff,2,1
5010640,F,N,N,2,154400.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17522,-2805,1,0,0,0,Cooking staff,3,0
5010641,F,N,Y,1,207000.0,State servant,Higher education,Married,House / apartment,-13790,-744,1,0,0,0,Cleaning staff,3,1
5010642,F,Y,Y,1,204000.0,Working,Higher education,Married,House / apartment,-16648,-2068,1,1,0,0,Cooking staff,3,0
5010643,F,N,N,0,431800.0,Working,Higher education,Single / not married,House / apartment,-21166,-1471,1,0,0,0,HR staff,1,1
5010644,F,N,N,0,438200.0,Pensioner,Higher education,Married,Municipal apartment,-24872,365243,1,0,0,0,Low-skill Laborers,2,1
5010645,M,N,N,1,328000.0,Working,Secondary / secondary special,Married,House / apartment,-8811,-375,1,1,0,0,Security staff,3,1
5010646,F,N,Y,0,219300.0,Working,Secondary / secondary special,Married,House / apartment,-12397,0,1,0,1,0,IT staff,2,1
5010647,F,Y,N,0,218100.0,Working,Secondary / secondary special,Widow,House / apartment,-18220,-3478,1,0,1,0,Medicine staff,2,0
5010648,M,N,Y,2,353500.0,State servant,Secondary / secondary special,Married,House / apartment,-23423,-4679,1,0,1,0,Secretaries,3,1
5010649,M,Y,Y,0,172600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13333,-2711,1,0,0,0,Cleaning staff,2,1
5010650,F,N,Y,0,320300.0,Working,Secondary / secondary special,Separated,With parents,-9578,-2196,1,0,1,0,Cleaning staff,2,1
5010651,F,N,Y,3,135800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-8732,365243,1,0,0,1,Cleaning staff,4,1
5010652,F,Y,Y,2,165700.0,Working,Secondary / secondary special,Widow,House / apartment,-21808,-1556,1,1,1,0,Laborers,4,0
5010653,M,Y,Y,0,406000.0,Working,Higher education,Married,House / apartment,-18522,-1610,1,1,0,0,Core staff,2,1
5010654,M,N,Y,2,282600.0,Commercial associate,Higher education,Married,House / apartment,-23238,-2794,1,1,0,1,Sales staff,4,1
5010655,M,N,Y,0,215200.0,Working,Secondary / secondary special,Married,House / apartment,-14154,-665,1,0,0,0,Waiters/barmen staff,2,0
5010656,F,Y,Y,2,210900.0,Working,Secondary / secondary special,Married,House / apartment,-19326,-4478,1,1,0,0,Waiters/barmen staff,4,0
5010657,F,N,N,0,133800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19393,-2668,1,0,1,0,HR staff,1,0
5010658,F,Y,N,3,228100.0,State servant,Secondary / secondary special,Married,House / apartment,-18610,-3900,1,0,0,0,Low-skill Laborers,5,1
5010659,F,N,Y,2,430000.0,Working,Secondary / secondary special,Married,House / apartment,-18588,-2793,1,1,0,0,Laborers,4,1
5010660,M,Y,N,0,220000.0,Student,Secondary / secondary special,Married,House / apartment,-10360,-21,1,0,0,0,Drivers,2,1
5010661,F,N,Y,0,144100.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15085,-2270,1,0,0,0,Medicine staff,1,0
5010662,F,N,Y,0,110200.0,Pensioner,Secondary / secondary special,Married,House / apartment,-8118,365243,1,1,0,0,Secretaries,2,0
5010663,F,N,Y,0,165500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23307,-3611,1,1,1,0,Cleaning staff,1,0
5010664,M,N,N,0,262300.0,Working,Secondary / secondary special,Married,House / apartment,-13411,-488,1,0,1,1,Waiters/barmen staff,2,1
5010665,F,N,Y,0,169200.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11577,-5700,1,1,1,1,Sales staff,1,0
5010666,M,N,N,1,204900.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-24262,-1821,1,0,0,0,Cleaning staff,3,0
5010667,M,N,N,1,337900.0,State servant,Secondary / secondary special,Married,With parents,-24991,-1084,1,0,0,0,High skill tech staff,2,1
5010668,M,N,Y,0,191400.0,Working,Higher education,Married,House / apartment,-8283,-516,1,0,0,0,Core staff,2,0
5010669,M,N,N,0,365200.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9985,-1868,1,1,0,0,Low-skill Laborers,2,1
5010670,M,Y,Y,0,163300.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17894,-957,1,1,0,1,Cooking staff,2,0
5010671,F,N,N,0,245800.0,Working,Secondary / secondary special,Married,House / apartment,-24224,-2013,1,0,0,0,Medicine staff,2,0
5010672,M,Y,N,0,228100.0,Working,Secondary / secondary special,Married,House / apartment,-19506,-3969,1,1,1,0,High skill tech staff,2,0
5010673,F,N,Y,0,178400.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-22704,-1324,1,1,1,0,Low-skill Laborers,2,0
5010674,F,Y,Y,0,232800.0,Commercial associate,Higher education,Married,House / apartment,-20173,-2362,1,0,0,0,Realty agents,1,0
5010675,F,N,N,0,401000.0,State servant,Secondary / secondary special,Married,House / apartment,-16583,-2268,1,0,0,1,Accountants,2,1
5010676,F,N,Y,0,228900.0,State servant,Secondary / secondary special,Married,House / apartment,-14502,-799,1,0,0,0,Low-skill Laborers,1,0
5010677,F,N,N,4,317600.0,State servant,Higher education,Separated,House / apartment,-23153,0,1,1,0,0,Secretaries,6,1
5010678,M,N,Y,2,238000.0,Working,Secondary / secondary special,Married,House / apartment,-17223,-1119,1,0,0,0,Core staff,4,1
5010679,F,Y,Y,0,114000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17621,-1261,1,1,0,0,Cleaning staff,2,0
5010680,F,Y,Y,1,177000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13084,0,1,0,1,0,Secretaries,2,0
5010681,F,Y,Y,1,162900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13006,0,1,1,1,0,Laborers,3,1
5010682,F,N,N,0,101500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24228,365243,1,0,0,0,Laborers,1,0
5010683,F,N,Y,2,266900.0,Student,Secondary / secondary special,Civil marriage,House / apartment,-24834,-1350,1,0,0,0,Accountants,4,0
5010684,F,Y,Y,0,192000.0,Working,Secondary / secondary special,Married,House / apartment,-8083,-485,1,0,1,0,Core staff,1,1
5010685,F,Y,Y,0,107800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9614,0,1,1,0,0,Waiters/barmen staff,2,1
5010686,F,N,Y,2,127000.0,Pensioner,Higher education,Single / not married,House / apartment,-20005,365243,1,0,0,1,Security staff,4,1
